presence_id,fl_id,name_lat,name_ru,pf_id,wk_family_ref,region_id,season,frequency_class,weight,probability_ppm,probability_rule_ref,habitat_role,class_rule_ref,derivation,refresh_class,seasonal_state,visible_above_snow,basis_ru,source_refs,confidence,status
flp_picea_abies__hunting_ground__spring,fl_ts_picea_abies,Picea abies,ель европейская,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen;flowering;seed_release,yes,"overlay from pf_conifer_woodland (capped at component): K: лес Новгородской земли главным образом из ели, по низинам на плодородных землях; VP: ельники 34,9 %",src:src_kolchin_1968 src:src_valdaypark_flora,B,candidate
flp_picea_abies__hunting_ground__summer,fl_ts_picea_abies,Picea abies,ель европейская,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen,yes,"overlay from pf_conifer_woodland (capped at component): K: лес Новгородской земли главным образом из ели, по низинам на плодородных землях; VP: ельники 34,9 %",src:src_kolchin_1968 src:src_valdaypark_flora,B,candidate
flp_picea_abies__hunting_ground__autumn,fl_ts_picea_abies,Picea abies,ель европейская,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen;fruit_ripe,yes,"overlay from pf_conifer_woodland (capped at component): K: лес Новгородской земли главным образом из ели, по низинам на плодородных землях; VP: ельники 34,9 %",src:src_kolchin_1968 src:src_valdaypark_flora,B,candidate
flp_picea_abies__mixed_woodland__winter,fl_ts_picea_abies,Picea abies,ель европейская,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,winter,ubiquitous,8,1000000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,edificator,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;seed_release,yes,K: ель вытесняет сосну в низменных и сырых местах; лиственные подчинены хвойным,src:src_kolchin_1968,B,candidate
flp_picea_abies__mixed_woodland__spring,fl_ts_picea_abies,Picea abies,ель европейская,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,spring,ubiquitous,8,1000000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,edificator,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;flowering;seed_release,yes,K: ель вытесняет сосну в низменных и сырых местах; лиственные подчинены хвойным,src:src_kolchin_1968,B,candidate
flp_picea_abies__mixed_woodland__summer,fl_ts_picea_abies,Picea abies,ель европейская,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,summer,ubiquitous,8,1000000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,edificator,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen,yes,K: ель вытесняет сосну в низменных и сырых местах; лиственные подчинены хвойным,src:src_kolchin_1968,B,candidate
flp_picea_abies__mixed_woodland__autumn,fl_ts_picea_abies,Picea abies,ель европейская,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,autumn,ubiquitous,8,1000000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,edificator,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;fruit_ripe,yes,K: ель вытесняет сосну в низменных и сырых местах; лиственные подчинены хвойным,src:src_kolchin_1968,B,candidate
flp_betula_pendula__broadleaf_woodland__winter,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;seed_release,yes,примесь (C),src:src_wiki_betula_pendula,C,candidate
flp_betula_pendula__broadleaf_woodland__spring,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering_before_leaves,yes,примесь (C),src:src_wiki_betula_pendula,C,candidate
flp_betula_pendula__broadleaf_woodland__summer,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;fruit_ripe,yes,примесь (C),src:src_wiki_betula_pendula,C,candidate
flp_betula_pendula__broadleaf_woodland__autumn,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;seed_release,yes,примесь (C),src:src_wiki_betula_pendula,C,candidate
flp_betula_pendula__conifer_woodland__winter,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;seed_release,yes,примесь в хвойных лесах (W; lt_boreal_taiga_coniferous_forest draft не называет — C),src:src_wiki_betula_pendula,B,candidate
flp_betula_pendula__conifer_woodland__spring,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering_before_leaves,yes,примесь в хвойных лесах (W; lt_boreal_taiga_coniferous_forest draft не называет — C),src:src_wiki_betula_pendula,B,candidate
flp_betula_pendula__conifer_woodland__summer,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;fruit_ripe,yes,примесь в хвойных лесах (W; lt_boreal_taiga_coniferous_forest draft не называет — C),src:src_wiki_betula_pendula,B,candidate
flp_betula_pendula__conifer_woodland__autumn,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;seed_release,yes,примесь в хвойных лесах (W; lt_boreal_taiga_coniferous_forest draft не называет — C),src:src_wiki_betula_pendula,B,candidate
flp_betula_pendula__field_margin__winter,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;seed_release,yes,W: пионер открытых мест; Рдейский 2012: зарастающие поля — берёза,src:src_wiki_betula_pendula src:src_rdeysky_letopis_2012,B,candidate
flp_betula_pendula__field_margin__spring,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering_before_leaves,yes,W: пионер открытых мест; Рдейский 2012: зарастающие поля — берёза,src:src_wiki_betula_pendula src:src_rdeysky_letopis_2012,B,candidate
flp_betula_pendula__field_margin__summer,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;fruit_ripe,yes,W: пионер открытых мест; Рдейский 2012: зарастающие поля — берёза,src:src_wiki_betula_pendula src:src_rdeysky_letopis_2012,B,candidate
flp_betula_pendula__field_margin__autumn,fl_ts_betula_pendula,Betula pendula,берёза повислая (бородавчатая),pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;seed_release,yes,W: пионер открытых мест; Рдейский 2012: зарастающие поля — берёза,src:src_wiki_betula_pendula src:src_rdeysky_letopis_2012,B,candidate
