economic_link_id,source_profession,relation,target_profession,item_ids,description,historical_confidence,source_ids
ECO00102,PRO0065,supplies,PRO0024,"[""CRF0108""]",Изготовитель и мотальщик пряжи снабжает сырьём роль «Сапожник».,A,"[""SRC001"",""SRC008"",""SRC045"",""SRC089"",""SRC061"",""SRC084""]"
ECO00103,PRO0264,supplies,PRO0024,"[""TRD0010""]",Торговец кожами и шкурами снабжает сырьём роль «Сапожник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00104,PRO0024,sells_to,PRO0413,"[""CRF0071"",""CRF0072""]",Сапожник передаёт продукт роли «Городской хозяин двора».,A,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC008"",""SRC012"",""SRC028"",""SRC045""]"
ECO00105,PRO0024,sells_to,PRO0315,"[""CRF0071"",""CRF0072""]",Сапожник передаёт продукт роли «Городской ополченец».,A,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00106,PRO0026,supplies,PRO0025,"[""TRD0010""]",Кожевник снабжает сырьём роль «Ремонтник обуви».,A,"[""SRC001"",""SRC061"",""SRC084"",""SRC089""]"
ECO00107,PRO0027,supplies,PRO0025,"[""TRD0010""]",Дубильщик кож снабжает сырьём роль «Ремонтник обуви».,A,"[""SRC001"",""SRC061"",""SRC084"",""SRC089""]"
ECO00108,PRO0065,supplies,PRO0025,"[""CRF0108""]",Изготовитель и мотальщик пряжи снабжает сырьём роль «Ремонтник обуви».,A,"[""SRC001"",""SRC008"",""SRC045"",""SRC089"",""SRC061"",""SRC084""]"
ECO00109,PRO0264,supplies,PRO0025,"[""TRD0010""]",Торговец кожами и шкурами снабжает сырьём роль «Ремонтник обуви».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00110,PRO0025,sells_to,PRO0413,"[""CRF0071"",""CRF0072""]",Ремонтник обуви передаёт продукт роли «Городской хозяин двора».,A,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC008"",""SRC012"",""SRC028"",""SRC045""]"
ECO00111,PRO0025,sells_to,PRO0315,"[""CRF0071"",""CRF0072""]",Ремонтник обуви передаёт продукт роли «Городской ополченец».,A,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00112,PRO0119,supplies,PRO0026,"[""HNT0021""]",Промысловый охотник снабжает сырьём роль «Кожевник».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00113,PRO0071,supplies,PRO0026,"[""CRF0085""]",Заготовитель дубильной коры снабжает сырьём роль «Кожевник».,B,"[""SRC033"",""SRC045"",""SRC046"",""SRC102"",""SRC001"",""SRC061"",""SRC084"",""SRC089""]"
ECO00114,PRO0026,sells_to,PRO0031,"[""TRD0010""]",Кожевник передаёт продукт роли «Шорник и изготовитель ременной упряжи».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089""]"
ECO00115,PRO0026,sells_to,PRO0319,"[""TRD0010""]",Кожевник передаёт продукт роли «Оруженосец и помощник воина».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00116,PRO0119,supplies,PRO0027,"[""HNT0021""]",Промысловый охотник снабжает сырьём роль «Дубильщик кож».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00117,PRO0071,supplies,PRO0027,"[""CRF0085""]",Заготовитель дубильной коры снабжает сырьём роль «Дубильщик кож».,B,"[""SRC033"",""SRC045"",""SRC046"",""SRC102"",""SRC001"",""SRC061"",""SRC084"",""SRC089""]"
ECO00118,PRO0027,sells_to,PRO0031,"[""TRD0010""]",Дубильщик кож передаёт продукт роли «Шорник и изготовитель ременной упряжи».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089""]"
ECO00119,PRO0027,sells_to,PRO0319,"[""TRD0010""]",Дубильщик кож передаёт продукт роли «Оруженосец и помощник воина».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00120,PRO0119,supplies,PRO0028,"[""HNT0021"",""TRD0007"",""TRD0008""]",Промысловый охотник снабжает сырьём роль «Скорняк».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00121,PRO0121,supplies,PRO0028,"[""HNT0021"",""TRD0007"",""TRD0008""]",Зверолов-пушник снабжает сырьём роль «Скорняк».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00122,PRO0122,supplies,PRO0028,"[""TRD0006""]",Бобровник / добытчик бобра снабжает сырьём роль «Скорняк».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00123,PRO0028,sells_to,PRO0319,"[""TRD0051""]",Скорняк передаёт продукт роли «Оруженосец и помощник воина».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00124,PRO0264,supplies,PRO0029,"[""TRD0010""]",Торговец кожами и шкурами снабжает сырьём роль «Ременник».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00125,PRO0029,sells_to,PRO0031,"[""HOU0004""]",Ременник передаёт продукт роли «Шорник и изготовитель ременной упряжи».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089""]"
ECO00126,PRO0029,sells_to,PRO0319,"[""HOU0004"",""WPN0055""]",Ременник передаёт продукт роли «Оруженосец и помощник воина».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00127,PRO0264,supplies,PRO0030,"[""TRD0010""]",Торговец кожами и шкурами снабжает сырьём роль «Мастер кожаных ножен и оболочек».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00128,PRO0030,sells_to,PRO0031,"[""HOU0004""]",Мастер кожаных ножен и оболочек передаёт продукт роли «Шорник и изготовитель ременной упряжи».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089""]"
ECO00129,PRO0030,sells_to,PRO0319,"[""HOU0004"",""WPN0055""]",Мастер кожаных ножен и оболочек передаёт продукт роли «Оруженосец и помощник воина».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00130,PRO0264,supplies,PRO0031,"[""TRD0010""]",Торговец кожами и шкурами снабжает сырьём роль «Шорник и изготовитель ременной упряжи».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00131,PRO0031,sells_to,PRO0319,"[""HRS0003"",""HRS0018"",""HRS0035""]",Шорник и изготовитель ременной упряжи передаёт продукт роли «Оруженосец и помощник воина».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00132,PRO0264,supplies,PRO0032,"[""TRD0010""]",Торговец кожами и шкурами снабжает сырьём роль «Швец кожаных изделий».,A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO00133,PRO0032,sells_to,PRO0031,"[""HOU0004""]",Швец кожаных изделий передаёт продукт роли «Шорник и изготовитель ременной упряжи».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089""]"
ECO00134,PRO0032,sells_to,PRO0319,"[""HOU0004"",""WPN0055""]",Швец кожаных изделий передаёт продукт роли «Оруженосец и помощник воина».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00135,PRO0138,supplies,PRO0033,"[""CON0034"",""CON0035""]",Лесоруб снабжает сырьём роль «Плотник общего профиля».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC006"",""SRC008""]"
ECO00136,PRO0033,sells_to,PRO0413,"[""CON0029"",""CON0035"",""ARC0020""]",Плотник общего профиля передаёт продукт роли «Городской хозяин двора».,A,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089"",""SRC012"",""SRC028"",""SRC045""]"
ECO00137,PRO0033,sells_to,PRO0076,"[""CON0029"",""CON0035"",""ARC0020""]",Плотник общего профиля передаёт продукт роли «Живописец монументальной росписи».,A,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089"",""SRC003"",""SRC009"",""SRC013""]"
ECO00138,PRO0138,supplies,PRO0034,"[""CON0034"",""CON0035""]",Лесоруб снабжает сырьём роль «Плотник-домостроитель».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC006"",""SRC008""]"
ECO00139,PRO0034,sells_to,PRO0413,"[""CON0029"",""CON0035"",""ARC0020""]",Плотник-домостроитель передаёт продукт роли «Городской хозяин двора».,A,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089"",""SRC012"",""SRC028"",""SRC045""]"
ECO00140,PRO0034,sells_to,PRO0077,"[""CON0029"",""CON0035"",""ARC0020""]",Плотник-домостроитель передаёт продукт роли «Иконописец».,A,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089"",""SRC017"",""SRC018"",""SRC020""]"
ECO00141,PRO0138,supplies,PRO0035,"[""CON0034"",""CON0035""]",Лесоруб снабжает сырьём роль «Плотник хозяйственных построек».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC006"",""SRC008""]"
ECO00142,PRO0035,sells_to,PRO0413,"[""CON0029"",""CON0035"",""ARC0020""]",Плотник хозяйственных построек передаёт продукт роли «Городской хозяин двора».,A,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089"",""SRC012"",""SRC028"",""SRC045""]"
ECO00143,PRO0035,sells_to,PRO0394,"[""CON0029"",""CON0035"",""ARC0020""]",Плотник хозяйственных построек передаёт продукт роли «Изготовитель богослужебного хлеба».,B,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089"",""SRC044"",""SRC045"",""SRC102""]"
ECO00144,PRO0138,supplies,PRO0036,"[""CON0034""]",Лесоруб снабжает сырьём роль «Плотник мостов и мостовых».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC003"",""SRC009""]"
ECO00145,PRO0036,sells_to,PRO0413,"[""STR0007""]",Плотник мостов и мостовых передаёт продукт роли «Городской хозяин двора».,A,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]"
ECO00146,PRO0036,sells_to,PRO0254,"[""STR0007""]",Плотник мостов и мостовых передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]"
ECO00147,PRO0036,sells_to,PRO0384,"[""STR0007""]",Плотник мостов и мостовых передаёт продукт роли «Игумен».,A,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]"
ECO00148,PRO0036,sells_to,PRO0336,"[""STR0007""]",Плотник мостов и мостовых передаёт продукт роли «Посадник».,A,"[""SRC001"",""SRC003"",""SRC005"",""SRC009"",""SRC013"",""SRC078"",""SRC089"",""SRC102""]"
ECO00149,PRO0138,supplies,PRO0037,"[""CON0034"",""CON0035""]",Лесоруб снабжает сырьём роль «Судовой плотник».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC039""]"
ECO00150,PRO0037,sells_to,PRO0254,"[""WTR0035"",""WTR0026"",""WTR0007""]",Судовой плотник передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC001"",""SRC005"",""SRC039"",""SRC089"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00151,PRO0037,sells_to,PRO0321,"[""WTR0035"",""WTR0026"",""WTR0007""]",Судовой плотник передаёт продукт роли «Военный лодочник / гребец».,B,"[""SRC001"",""SRC005"",""SRC039"",""SRC089"",""SRC003"",""SRC013"",""SRC029"",""SRC050""]"
ECO00152,PRO0138,supplies,PRO0038,"[""CON0034"",""CON0035""]",Лесоруб снабжает сырьём роль «Мастер мелких деревянных изделий».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC006"",""SRC008""]"
ECO00153,PRO0038,sells_to,PRO0413,"[""POT0002"",""HOU0010"",""HOU0043""]",Мастер мелких деревянных изделий передаёт продукт роли «Городской хозяин двора».,A,"[""SRC001"",""SRC005"",""SRC006"",""SRC008"",""SRC089"",""SRC012"",""SRC028"",""SRC045""]"
