link_id,item_id,location_archetype,spawn_frequency,reason
ILO011559,OMI02005,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011560,OMI02006,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011566,OMI02006,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011567,OMI02007,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011569,OMI02007,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011570,OMI02007,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011573,OMI02008,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011575,OMI02008,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011576,OMI02008,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011579,OMI02009,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO011581,OMI02009,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011582,OMI02009,cart_or_sledge,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011585,OMI02010,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011587,OMI02010,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011588,OMI02010,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011591,OMI02011,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011593,OMI02011,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011594,OMI02011,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011597,OMI02012,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO011599,OMI02012,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011600,OMI02012,cart_or_sledge,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011603,OMI02013,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011605,OMI02013,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011606,OMI02013,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011609,OMI02014,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011611,OMI02014,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011612,OMI02014,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011615,OMI02015,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011617,OMI02015,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011618,OMI02015,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011621,OMI02016,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011623,OMI02016,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011624,OMI02016,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011627,OMI02017,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011629,OMI02017,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011630,OMI02017,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011633,OMI02018,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011635,OMI02018,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011636,OMI02018,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011639,OMI02019,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011641,OMI02019,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011642,OMI02019,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011645,OMI02020,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011647,OMI02020,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011648,OMI02020,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011651,OMI02021,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011653,OMI02021,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011654,OMI02021,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011657,OMI02022,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011659,OMI02022,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011660,OMI02022,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011663,OMI02023,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011665,OMI02023,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011666,OMI02023,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011669,OMI02024,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011671,OMI02024,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011672,OMI02024,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011675,OMI02025,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO011677,OMI02025,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011678,OMI02025,cart_or_sledge,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011681,OMI02026,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO011683,OMI02026,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011684,OMI02026,cart_or_sledge,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011687,OMI02027,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011689,OMI02027,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011690,OMI02027,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011693,OMI02028,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011695,OMI02028,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011696,OMI02028,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011699,OMI02029,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011701,OMI02029,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011702,OMI02029,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011705,OMI02030,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011707,OMI02030,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011708,OMI02030,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011711,OMI02031,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO011713,OMI02031,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011714,OMI02031,cart_or_sledge,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011717,OMI02032,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011719,OMI02032,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011720,OMI02032,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011723,OMI02033,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011725,OMI02033,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011726,OMI02033,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011729,OMI02034,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011731,OMI02034,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011732,OMI02034,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011735,OMI02035,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO011737,OMI02035,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011738,OMI02035,cart_or_sledge,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011741,OMI02036,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011743,OMI02036,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011744,OMI02036,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011747,OMI02037,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011749,OMI02037,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011750,OMI02037,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011753,OMI02038,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011755,OMI02038,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011756,OMI02038,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011759,OMI02039,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011761,OMI02039,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011762,OMI02039,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011971,FSH0006,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012001,OMI02079,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012025,FSH0008,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012031,FSH0007,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012061,FSH0013,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012067,OMI02090,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012073,FSH0014,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012085,OMI02093,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012091,OMI02094,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012097,OMI02095,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012103,OMI02096,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012109,OMI02097,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012115,OMI02098,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012121,OMI02099,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012127,OMI02100,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012133,OMI02101,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012139,OMI02102,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012145,OMI02103,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012151,OMI02104,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012157,OMI02105,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012163,OMI02106,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012169,OMI02107,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO012175,OMI02108,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
