cp_id,category_id,domain,parameter_key,value_type,allowed_values_or_range,value_is_sourced,assignment_rule,rule_basis,region_id,source_refs,confidence,status
cp_cat_container_form_jug_v1__floats,cat_container_form_jug_v1,container,floats,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry",,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry",C,candidate
cp_cat_container_form_jug_v1__durability_class,cat_container_form_jug_v1,container,durability_class,enum,vocabulary gap (no approved durability scale),false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material)",,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material)",C,candidate
cp_cat_container_form_jug_v1__value_band,cat_container_form_jug_v1,container,value_band,enum,vocabulary gap (owned by economy-trade-measures group: price bands),false,by_material,owner decision: value is assigned by code; D10 — value never makes an item significant,,owner decision: value is assigned by code; D10 — value never makes an item significant,C,candidate
cp_cat_container_form_jug_v1__quality_class,cat_container_form_jug_v1,container,quality_class,enum,vocabulary gap (craft quality / finish scale not defined),false,by_form,universal_category_classification_policy.md §5 (quality is a separate facet),,universal_category_classification_policy.md §5 (quality is a separate facet),C,candidate
cp_cat_container_form_knife_sheath_v1__mass_g,cat_container_form_knife_sheath_v1,container,mass_g,number,> 0,false,by_template,"data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json mass_grams_per_unit (source src_gameplay_physical_policy_v3: editorial gameplay ranges, not historical measurements); for categories without a template: by_material_and_size_band once materials_registry provides densities (gap)",,"data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json mass_grams_per_unit (source src_gameplay_physical_policy_v3: editorial gameplay ranges, not historical measurements); for categories without a template: by_material_and_size_band once materials_registry provides densities (gap)",C,candidate
cp_cat_container_form_knife_sheath_v1__primary_material,cat_container_form_knife_sheath_v1,container,primary_material,enum,cat_container_material_leather_v1|cat_container_material_wood_v1,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables container templates container_tpl_nov_knife_sheath_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_templates.json#container_tpl_nov_knife_sheath_v1,C,candidate
cp_cat_container_form_knife_sheath_v1__portability,cat_container_form_knife_sheath_v1,container,portability,enum,cat_container_portability_portable_worn_v1,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables container templates container_tpl_nov_knife_sheath_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_templates.json#container_tpl_nov_knife_sheath_v1,C,candidate
cp_cat_container_form_knife_sheath_v1__capacity_packing_slots,cat_container_form_knife_sheath_v1,container,capacity_packing_slots,integer,2,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables container templates container_tpl_nov_knife_sheath_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_templates.json#container_tpl_nov_knife_sheath_v1,C,candidate
cp_cat_container_form_knife_sheath_v1__flammable,cat_container_form_knife_sheath_v1,container,flammable,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry",,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry",C,candidate
cp_cat_container_form_knife_sheath_v1__floats,cat_container_form_knife_sheath_v1,container,floats,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry",,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry",C,candidate
cp_cat_container_form_knife_sheath_v1__durability_class,cat_container_form_knife_sheath_v1,container,durability_class,enum,vocabulary gap (no approved durability scale),false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material)",,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json (approved WK: wear, breakage, decay by material)",C,candidate
cp_cat_container_form_knife_sheath_v1__value_band,cat_container_form_knife_sheath_v1,container,value_band,enum,vocabulary gap (owned by economy-trade-measures group: price bands),false,by_material,owner decision: value is assigned by code; D10 — value never makes an item significant,,owner decision: value is assigned by code; D10 — value never makes an item significant,C,candidate
cp_cat_container_form_knife_sheath_v1__quality_class,cat_container_form_knife_sheath_v1,container,quality_class,enum,vocabulary gap (craft quality / finish scale not defined),false,by_form,universal_category_classification_policy.md §5 (quality is a separate facet),,universal_category_classification_policy.md §5 (quality is a separate facet),C,candidate
cp_cat_container_form_needle_case_v1__mass_g,cat_container_form_needle_case_v1,container,mass_g,number,> 0,false,by_template,"data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json mass_grams_per_unit (source src_gameplay_physical_policy_v3: editorial gameplay ranges, not historical measurements); for categories without a template: by_material_and_size_band once materials_registry provides densities (gap)",,"data/knowledge-source/imports/item-container-120-v5/candidate/tables/item_template_quantity_profiles.json mass_grams_per_unit (source src_gameplay_physical_policy_v3: editorial gameplay ranges, not historical measurements); for categories without a template: by_material_and_size_band once materials_registry provides densities (gap)",C,candidate
cp_cat_container_form_needle_case_v1__primary_material,cat_container_form_needle_case_v1,container,primary_material,enum,cat_container_material_bone_or_antler_v1|cat_container_material_leather_v1|cat_container_material_wood_v1,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables container templates container_tpl_nov_needle_case_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_templates.json#container_tpl_nov_needle_case_v1,C,candidate
cp_cat_container_form_needle_case_v1__portability,cat_container_form_needle_case_v1,container,portability,enum,cat_container_portability_portable_v1,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables container templates container_tpl_nov_needle_case_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_templates.json#container_tpl_nov_needle_case_v1,C,candidate
cp_cat_container_form_needle_case_v1__capacity_packing_slots,cat_container_form_needle_case_v1,container,capacity_packing_slots,integer,2,true,by_template,data/knowledge-source/imports/item-container-120-v5/candidate/tables container templates container_tpl_nov_needle_case_v1,,data/knowledge-source/imports/item-container-120-v5/candidate/tables/container_templates.json#container_tpl_nov_needle_case_v1,C,candidate
cp_cat_container_form_needle_case_v1__flammable,cat_container_form_needle_case_v1,container,flammable,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry",,"data/world-catalogs/novgorod/world-knowledge/production-v1/material-response.json, data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json (approved WK: response of materials to fire/heat); per-material table owed by materials_registry",C,candidate
cp_cat_container_form_needle_case_v1__floats,cat_container_form_needle_case_v1,container,floats,boolean,true|false,false,by_material,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry",,"data/world-catalogs/novgorod/world-knowledge/production-v1/foundations-physical.json, data/world-catalogs/novgorod/world-knowledge/production-v1/physical-interaction.json (approved WK); per-material table owed by materials_registry",C,candidate
