fl_id,name_ru,name_lat,name_en,group,life_form,region_id,universal_taxon,category_ref,habitat_classes,habitat_presence,visible_months,flowering_months,fruiting_months,phenology_by_season,winter_look,perceptual_cues,uses,medicinal_practice_epoch,toxicity,lookalike_ids,lookalikes,edibility,yield_unit,yield_note,evidence_1230,source_refs,confidence,gbif_usage_key,gbif_nw_count,status,notes
fl_hb_phleum_pratense,тимофеевка луговая,Phleum pratense,timothy,grass,perennial_grass,,true,proposed:flora/grass,MEADOW:4 PASTURE:2,"floodplain_meadow:common; hay_meadow:common; pasture:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,плотный цилиндрический колос-«султан» на высоком стебле,"корм;сено",не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код","современный ареал; луговые злаки как класс — WK","https://www.gbif.org/species/9014945 ; https://en.wikipedia.org/wiki/Phleum_pratense ; wk:claim:harvest-sickle-crops-grasses ; wk:claim:livestock-rumen-forage-digestion",C,9014945,929,candidate,
fl_hb_juncus_effusus,ситник развесистый,Juncus effusus,soft rush,sedge_rush,perennial_rush,,true,proposed:flora/sedge_rush,WETMEADOW:4 PASTURE:2 BANK:2,"bridge_crossing:contextual; ferry_landing:contextual; fishing_camp:contextual; floodplain_meadow:common; lake_shore:contextual; marshy_stream:common; pasture:contextual; riverbank:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,6 7,7 8,"{""winter"":""зелёные и рыжие дерновины над снегом"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",зелёные и рыжие дерновины над снегом,плотные пучки круглых гладких стеблей с сбоку торчащим соцветием,"сердцевина — фитиль (европейская практика; для Руси не засвидетельствовано)",не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2701311 ; https://en.wikipedia.org/wiki/Juncus_effusus",C,2701311,435,candidate,
fl_hb_juncus_bufonius,ситник жабий,Juncus bufonius,toad rush,sedge_rush,annual_rush,,true,proposed:flora/sedge_rush,TRAMPLED:2,"ferry_landing:contextual; forest_track:contextual; market_square:contextual; river_wharf:contextual; road:contextual; rural_yard:contextual; town_street:contextual; village_lane:contextual | seasons: summer,autumn",6 7 8 9 10,6 7 8,7 8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,низкие щётки в сырых колеях и у луж,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/6413649 ; https://en.wikipedia.org/wiki/Juncus_bufonius",C,6413649,185,candidate,
fl_hb_scheuchzeria_palustris,шейхцерия болотная,Scheuchzeria palustris,rannoch-rush,sedge_rush,perennial_herb,,true,proposed:flora/sedge_rush,BOG:2,"bog:contextual | seasons: spring,summer,autumn",5 6 7 8 9,5 6,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,редкие стебли с вздутыми плодиками в мочажинах,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код","Валдай, верховые болота (совр.)","src:VALDAY_BOG2023 ; https://www.gbif.org/species/2865260 ; https://en.wikipedia.org/wiki/Scheuchzeria_palustris",B,2865260,132,candidate,
fl_hb_luzula_pilosa,ожика волосистая,Luzula pilosa,hairy wood-rush,sedge_rush,perennial_herb,,true,proposed:flora/sedge_rush,MIXED:2 CONIFER:2,"conifer_woodland:contextual; hunting_ground:contextual; mixed_woodland:contextual | seasons: winter,spring,summer,autumn",3 4 5 6 7 8 9 10 11,4 5,5 6,"{""winter"":""зимний облик: см. perceptual_cues"",""spring"":""цветёт/колосится (IV–V); плодоносит/спороносит (V)"",""summer"":""плодоносит/спороносит (VI)"",""autumn"":""вегетирует""}",,плоские листья с длинными белыми волосками по краю,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2700736 ; https://en.wikipedia.org/wiki/Luzula_pilosa",C,2700736,574,candidate,
fl_hb_schoenoplectus_lacustris,камыш озёрный,Schoenoplectus lacustris,common club-rush,sedge_rush,aquatic_emergent,,true,proposed:flora/sedge_rush,SHORE:4 WATERSUB:2,"fishing_camp:common; lake_shore:common; marshy_stream:common; river_channel:contextual; riverbank:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,6 7,8 9,"{""winter"":""тёмные сухие стебли вмерзают в лёд"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",тёмные сухие стебли вмерзают в лёд,высокие круглые тёмно-зелёные стебли без листьев в воде,"циновки;плетение (реконструкция)",не засвидетельствовано для Новгорода XIII в.,нет,,,not_food,вязанка,"ед. сбора для материализации; количество задаёт код",WK упоминает камыш как помеху неводу,"wk:claim:mb14-practical-net-draw-needs-clear-controlled-water-edge ; https://www.gbif.org/species/2710941 ; https://en.wikipedia.org/wiki/Schoenoplectus_lacustris",C,2710941,220,candidate,
fl_hb_scirpus_sylvaticus,камыш лесной,Scirpus sylvaticus,wood club-rush,sedge_rush,perennial_sedge,,true,proposed:flora/sedge_rush,WETMEADOW:4 FEN:2 EDGE:2,"bog:contextual; floodplain_meadow:common; forest_edge:contextual; forest_track:contextual; marshy_stream:common | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,широкие листья и раскидистые бурые соцветия на сырых лесных полянах,грубый корм,не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2720080 ; https://en.wikipedia.org/wiki/Scirpus_sylvaticus",C,2720080,561,candidate,
fl_hb_eleocharis_palustris,болотница болотная,Eleocharis palustris,common spike-rush,sedge_rush,perennial_sedge,,true,proposed:flora/sedge_rush,SHORE:2 BANK:2,"bridge_crossing:contextual; ferry_landing:contextual; fishing_camp:contextual; lake_shore:contextual; marshy_stream:contextual; riverbank:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,тонкие голые стебли с одним бурым колоском на илистых отмелях,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2717002 ; https://en.wikipedia.org/wiki/Eleocharis_palustris",C,2717002,149,candidate,
fl_hb_pteridium_aquilinum,орляк обыкновенный,Pteridium aquilinum,bracken,fern,perennial_fern,,true,proposed:flora/fern,PINEDRY:4 EDGE:4 MIXED:2,"conifer_woodland:common; forest_edge:common; forest_track:common; hunting_ground:contextual; mixed_woodland:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10 11,,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",рыжие сухие вайи ломаются под снегом,"высокие жёсткие вайи, осенью рыжие заросли в борах",подстилка,не засвидетельствовано для Новгорода XIII в.,"сырые растения ядовиты для скота (тиаминаза, птаквилозид); молодые побеги в сыром виде не еда",,,edible_after_processing,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5275012 ; https://en.wikipedia.org/wiki/Pteridium_aquilinum",C,5275012,705,candidate,"еда из орляка — поздняя практика, для 1230 не засвидетельствована"
fl_hb_dryopteris_filix_mas,щитовник мужской,Dryopteris filix-mas,male fern,fern,perennial_fern,,true,proposed:flora/fern,BROADLEAF:4 MIXED:4,"broadleaf_woodland:common; hunting_ground:common; mixed_woodland:common | seasons: spring,summer,autumn",5 6 7 8 9 10,,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",,широкая воронка крупных перистых вай в тенистом лесу,,не засвидетельствовано для Новгорода XIII в.,корневище ядовито,fl_hb_athyrium_filix_femina,fl_hb_athyrium_filix_femina: сходная воронка вай,poisonous,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5275132 ; https://en.wikipedia.org/wiki/Dryopteris_filix-mas",C,5275132,418,candidate,
fl_hb_dryopteris_carthusiana,щитовник игольчатый,Dryopteris carthusiana,narrow buckler-fern,fern,perennial_fern,,true,proposed:flora/fern,CONIFER:4 MIXED:4,"conifer_woodland:common; hunting_ground:common; mixed_woodland:common | seasons: spring,summer,autumn",5 6 7 8 9 10,,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",,тонкорассечённые вайи в сыром ельнике,,не засвидетельствовано для Новгорода XIII в.,корневище ядовито,fl_hb_athyrium_filix_femina fl_hb_dryopteris_filix_mas,"fl_hb_athyrium_filix_femina,fl_hb_dryopteris_filix_mas: другие папоротники",poisonous,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5275149 ; https://en.wikipedia.org/wiki/Dryopteris_carthusiana",C,5275149,713,candidate,
